,pdf_id,Job Title,Interviewee ID,Job Title applying to,Job Title Tokens,Aggregated Applying Job Title Tokens,Job Title Risk Factor
353,362,COMMUNITY RELATIONS ADVOCATE SUPERVISOR,362,a remarkable community relations advocate supervisor,"['COMMUNITY', 'RELATIONS', 'ADVOCATE', 'SUPERVISOR']","['a', 'remarkable', 'community', 'relations', 'advocate', 'supervisor']",0.418516849
354,363,GROUP FITNESS INSTRUCTOR,363,,"['GROUP', 'FITNESS', 'INSTRUCTOR']",[],0
355,364,CLAIMS SERVICE SPECIALIST,364,,"['CLAIMS', 'SERVICE', 'SPECIALIST']",[],0
356,365,SENIOR DIRECTOR OF BUSINESS OPERATIONS - HEALTHCARE,365,,"['SENIOR', 'DIRECTOR', 'OF', 'BUSINESS', 'OPERATIONS', '-', 'HEALTHCARE']",[],0
357,366,HR GENERALIST,366,,"['HR', 'GENERALIST']",[],0
358,367,HR MANAGER,367,,"['HR', 'MANAGER']",[],0
359,368,"MANAGER, DIGITAL MARKETING AND COMMUNICATIONS",368,,"['MANAGER,', 'DIGITAL', 'MARKETING', 'AND', 'COMMUNICATIONS']",[],0
360,369,DIRECTOR OF INFORMATION TECHNOLOGY,369,,"['DIRECTOR', 'OF', 'INFORMATION', 'TECHNOLOGY']",[],0
361,370,EXECUTIVE DIRECTOR,370,the executive's qualifications,"['EXECUTIVE', 'DIRECTOR']","['the', ""executive's"", 'qualifications']",0.519028352
362,371,SYSTEM ADMINISTRATOR/ASSISTANT SUPERVISOR,371,technical architectures,"['SYSTEM', 'ADMINISTRATOR/ASSISTANT', 'SUPERVISOR']","['technical', 'architectures']",0.738181706
363,372,HR MANAGER/BUSINESS PARTNER,372,executive-level discussions,"['HR', 'MANAGER/BUSINESS', 'PARTNER']","['executive-level', 'discussions']",0.717304886
364,374,"SENIOR COMMERCIAL BUSINESS BANKING RELATIONSHIP MANAGER, VP",374,,"['SENIOR', 'COMMERCIAL', 'BUSINESS', 'BANKING', 'RELATIONSHIP', 'MANAGER,', 'VP']",[],0
365,375,SENIOR SUPPLY SERGEANT,375,a Production Supervisor,"['SENIOR', 'SUPPLY', 'SERGEANT']","['a', 'Production', 'Supervisor']",0.42257159
366,376,HR COORDINATOR,376,the Coordinator's exceptional skills,"['HR', 'COORDINATOR']","['the', ""Coordinator's"", 'exceptional', 'skills']",0.36337073
367,377,FINANCE MANAGER,377,astute financial advisors,"['FINANCE', 'MANAGER']","['astute', 'financial', 'advisors']",0.477871605
368,378,HR ANALYST,378,the HR Analysts continued professional growth,"['HR', 'ANALYST']","['the', 'HR', 'Analysts', 'continued', 'professional', 'growth']",0.327421093
369,379,FINANCE ASSISTANT,379,the finance assistant the finance assistant,"['FINANCE', 'ASSISTANT']","['the', 'finance', 'assistant', 'the', 'finance', 'assistant']",0.401933698
370,380,SENIOR HR,380,Purchaser and Production Coordinator,"['SENIOR', 'HR']","['Purchaser', 'and', 'Production', 'Coordinator']",0.294708862
371,381,SENIOR ACCOUNTANT,381,internal processes internal departments,"['SENIOR', 'ACCOUNTANT']","['internal', 'processes', 'internal', 'departments']",0.51708438
372,382,PH INPATIENT/FINANCIAL ADVOCATE SUPERVISOR,382,and ultimately rising to the role of Financial Advocate Supervisor,"['PH', 'INPATIENT/FINANCIAL', 'ADVOCATE', 'SUPERVISOR']","['and', 'ultimately', 'rising', 'to', 'the', 'role', 'of', 'Financial', 'Advocate', 'Supervisor']",0.429239403
373,383,SENIOR NETWORK SECURITY ENGINEER,383,,"['SENIOR', 'NETWORK', 'SECURITY', 'ENGINEER']",[],0
374,384,ACCOUNTANT,384,an auditor an Auditor an internal audit score,['ACCOUNTANT'],"['an', 'auditor', 'an', 'Auditor', 'an', 'internal', 'audit', 'score']",0.68319594
375,385,FITNESS CONSULTANT,385,a personal trainer,"['FITNESS', 'CONSULTANT']","['a', 'personal', 'trainer']",0.544059981
376,386,LOGISTICS COORDINATOR,386,the logistics coordinator role,"['LOGISTICS', 'COORDINATOR']","['the', 'logistics', 'coordinator', 'role']",0.642439228
377,387,SENIOR ACCOUNTANT,387,internal controls,"['SENIOR', 'ACCOUNTANT']","['internal', 'controls']",0.541837887
378,388,INFORMATION TECHNOLOGY INSTRUCTOR,388,,"['INFORMATION', 'TECHNOLOGY', 'INSTRUCTOR']",[],0
379,389,"VICE PRESIDENT, CORPORATE FINANCE",389,an exceptional finance executive an accomplished finance executive,"['VICE', 'PRESIDENT,', 'CORPORATE', 'FINANCE']","['an', 'exceptional', 'finance', 'executive', 'an', 'accomplished', 'finance', 'executive']",0.421193578
380,390,CENTER DIRECTOR/HEAD START FAMILY ADVOCATE,390,,"['CENTER', 'DIRECTOR/HEAD', 'START', 'FAMILY', 'ADVOCATE']",[],0
381,391,8TH GRADE LANGUAGE ARTS TEACHER,391,,"['8TH', 'GRADE', 'LANGUAGE', 'ARTS', 'TEACHER']",[],0
382,392,MANAGED PRESSURE DRILLING FIELD SUPERVISOR,392,,"['MANAGED', 'PRESSURE', 'DRILLING', 'FIELD', 'SUPERVISOR']",[],0
383,393,MARKETING AND CORPORATE COMMUNICATIONS MERCHANT SERVICES TRANSITION COMMUNICATIONS PROJECT,393,both internal and external stakeholders,"['MARKETING', 'AND', 'CORPORATE', 'COMMUNICATIONS', 'MERCHANT', 'SERVICES', 'TRANSITION', 'COMMUNICATIONS', 'PROJECT']","['both', 'internal', 'and', 'external', 'stakeholders']",0.339036716
384,394,HR MANAGER,394,,"['HR', 'MANAGER']",[],0
385,395,"COORDINATOR, DONOR RELATIONS",395,Coordinator in Donor Relations a coordinator,"['COORDINATOR,', 'DONOR', 'RELATIONS']","['Coordinator', 'in', 'Donor', 'Relations', 'a', 'coordinator']",0.704237145
386,396,"SOHO PROPERTIES, SUMMER ANALYST",396,executive committee meetings,"['SOHO', 'PROPERTIES,', 'SUMMER', 'ANALYST']","['executive', 'committee', 'meetings']",0.703392233
387,397,CUSTOMER CARE REPRESENTATIVE,397,,"['CUSTOMER', 'CARE', 'REPRESENTATIVE']",[],0
388,398,SERGEANT E-5 AVIATION SUPPLY SPECIALIST,398,the aviation supply specialists ability a highly skilled aviation supply specialist,"['SERGEANT', 'E-5', 'AVIATION', 'SUPPLY', 'SPECIALIST']","['the', 'aviation', 'supply', 'specialists', 'ability', 'a', 'highly', 'skilled', 'aviation', 'supply', 'specialist']",0.317141311
389,399,CONSULTANT,399,,['CONSULTANT'],[],0
390,400,INFORMATION TECHNOLOGY PROVISIONING TECHNICIAN,400,a dedicated Information Technology Provisioning Technician,"['INFORMATION', 'TECHNOLOGY', 'PROVISIONING', 'TECHNICIAN']","['a', 'dedicated', 'Information', 'Technology', 'Provisioning', 'Technician']",0.415836912
391,401,CASHIER,401,,['CASHIER'],[],0
392,402,MAINTENANCE MECHANIC,402,a purchaser and production coordinator,"['MAINTENANCE', 'MECHANIC']","['a', 'purchaser', 'and', 'production', 'coordinator']",0.506512891
393,403,ACCOUNTANT,403,,['ACCOUNTANT'],[],0
394,404,FINANCE OFFICER,404,a skilled finance officer a Junior Auditor another accomplished finance officer,"['FINANCE', 'OFFICER']","['a', 'skilled', 'finance', 'officer', 'a', 'Junior', 'Auditor', 'another', 'accomplished', 'finance', 'officer']",0.372167355
395,405,INSIDE SALES REPRESENTATIVE,405,the sales representative an inside sales representative,"['INSIDE', 'SALES', 'REPRESENTATIVE']","['the', 'sales', 'representative', 'an', 'inside', 'sales', 'representative']",0.482379991
396,406,MANAGER / FITNESS INSTRUCTOR,406,,"['MANAGER', '/', 'FITNESS', 'INSTRUCTOR']",[],0
397,407,AVIATION EXECUTIVE OFFICER,407,a remarkable aviation executive officer the aviation executive officer an aviation executive officer,"['AVIATION', 'EXECUTIVE', 'OFFICER']","['a', 'remarkable', 'aviation', 'executive', 'officer', 'the', 'aviation', 'executive', 'officer', 'an', 'aviation', 'executive', 'officer']",0.373577255
398,408,INTERN,408,a dedicated intern their internships an intern,['INTERN'],"['a', 'dedicated', 'intern', 'their', 'internships', 'an', 'intern']",0.532872625
399,409,CUSTOMER SERVICE REP 1 LEAD QUALITY ASSURANCE COACH ACCOUNT RELATIONSHIP SPECIALIST ONLINE,409,,"['CUSTOMER', 'SERVICE', 'REP', '1', 'LEAD', 'QUALITY', 'ASSURANCE', 'COACH', 'ACCOUNT', 'RELATIONSHIP', 'SPECIALIST', 'ONLINE']",[],0
400,410,EXECUTIVE ASSISTANT/OFFICE MANAGER,410,executives international and domestic travel,"['EXECUTIVE', 'ASSISTANT/OFFICE', 'MANAGER']","['executives', 'international', 'and', 'domestic', 'travel']",0.383952276
401,411,"PROGRAM MANAGER FINANCIAL MANAGER, FACILITIES MANAGER",411,,"['PROGRAM', 'MANAGER', 'FINANCIAL', 'MANAGER,', 'FACILITIES', 'MANAGER']",[],0
402,412,REGISTERED NURSE CLINICAL CARE COORDINATOR- FIRST AID,412,a Mortgage Banking Doc Ops Specialist,"['REGISTERED', 'NURSE', 'CLINICAL', 'CARE', 'COORDINATOR-', 'FIRST', 'AID']","['a', 'Mortgage', 'Banking', 'Doc', 'Ops', 'Specialist']",0.647293863
403,413,PRINCIPAL CONSULTANT,413,,"['PRINCIPAL', 'CONSULTANT']",[],0
404,414,CERTIFIED NURSE ASSISTANT,414,an outstanding certified nurse assistant,"['CERTIFIED', 'NURSE', 'ASSISTANT']","['an', 'outstanding', 'certified', 'nurse', 'assistant']",0.560979603
405,415,KIDS CLUB ATTENDANT,415,,"['KIDS', 'CLUB', 'ATTENDANT']",[],0
406,416,PROJECT COORDINATOR ASSOCIATE,416,,"['PROJECT', 'COORDINATOR', 'ASSOCIATE']",[],0
407,417,REVENUE CYCLE ADVOCATE,417,high-level executive support,"['REVENUE', 'CYCLE', 'ADVOCATE']","['high-level', 'executive', 'support']",0.646052742
408,418,SENIOR INVESTMENT BANKING SALES ANALYST,418,,"['SENIOR', 'INVESTMENT', 'BANKING', 'SALES', 'ANALYST']",[],0
409,419,VOLUNTEER,419,a Veterinarian Assistant certificate,['VOLUNTEER'],"['a', 'Veterinarian', 'Assistant', 'certificate']",0.72154948
410,420,CASE MANAGER/OUTREACH ADVOCATE,420,representatives,"['CASE', 'MANAGER/OUTREACH', 'ADVOCATE']",['representatives'],0.510376943
411,421,INFORMATION TECHNOLOGY SUPERVISOR,421,a radiology technologist,"['INFORMATION', 'TECHNOLOGY', 'SUPERVISOR']","['a', 'radiology', 'technologist']",0.322249621
412,422,HR CONSULTANT,422,,"['HR', 'CONSULTANT']",[],0
413,423,HEALTHCARE ASSOCIATE,423,,"['HEALTHCARE', 'ASSOCIATE']",[],0
414,424,SENIOR APPLICATION SPECIALIST,424,,"['SENIOR', 'APPLICATION', 'SPECIALIST']",[],0
415,425,INFORMATION TECHNOLOGY MANAGER,425,,"['INFORMATION', 'TECHNOLOGY', 'MANAGER']",[],0
416,426,LEAD ACCOUNTANT,426,both internal and external stakeholders,"['LEAD', 'ACCOUNTANT']","['both', 'internal', 'and', 'external', 'stakeholders']",0.488558026
417,427,COMMUNITY ADVOCATE,427,,"['COMMUNITY', 'ADVOCATE']",[],0
418,428,ACCOUNTANT,428,internal controls internal controls,['ACCOUNTANT'],"['internal', 'controls', 'internal', 'controls']",0.624688921
419,429,RECRUITER-IN-CHARGE,429,,['RECRUITER-IN-CHARGE'],[],0
420,430,ACCOUNTANT I,430,,"['ACCOUNTANT', 'I']",[],0
421,431,ACCOUNTANT,431,,['ACCOUNTANT'],[],0
422,432,EXECUTIVE DIRECTOR,432,,"['EXECUTIVE', 'DIRECTOR']",[],0
423,433,FIELD SUPPORT SPECILIST,433,an IT support technician,"['FIELD', 'SUPPORT', 'SPECILIST']","['an', 'IT', 'support', 'technician']",0.519560561
424,434,Christopher Townes,434,fellow technologists less experienced technologists senior executives a skilled information technology specialist,"['Christopher', 'Townes']","['fellow', 'technologists', 'less', 'experienced', 'technologists', 'senior', 'executives', 'a', 'skilled', 'information', 'technology', 'specialist']",0.777017427
425,435,ACCOUNTANT,435,,['ACCOUNTANT'],[],0
426,436,FINANCE MANAGER,436,a Pharmaceutical Sales Representative,"['FINANCE', 'MANAGER']","['a', 'Pharmaceutical', 'Sales', 'Representative']",0.337255673
427,437,FINANCE BUSINESS PARTNER,437,internal controls,"['FINANCE', 'BUSINESS', 'PARTNER']","['internal', 'controls']",0.393793366
428,438,AIR FREIGHT AGENT,438,an Air Freight Agent an HR Specialist,"['AIR', 'FREIGHT', 'AGENT']","['an', 'Air', 'Freight', 'Agent', 'an', 'HR', 'Specialist']",0.691479543
429,439,ACCOUNT EXECUTIVE,439,an exceptional account executive,"['ACCOUNT', 'EXECUTIVE']","['an', 'exceptional', 'account', 'executive']",0.595982632
430,440,FINANCE DIRECTOR,440,,"['FINANCE', 'DIRECTOR']",[],0
431,441,LEAD ENGINEER - FLUID SYSTEMS AND THERMAL ACCESSORIES,441,,"['LEAD', 'ENGINEER', '-', 'FLUID', 'SYSTEMS', 'AND', 'THERMAL', 'ACCESSORIES']",[],0
432,442,ASSISTANT OPERATIONS MANAGER,442,,"['ASSISTANT', 'OPERATIONS', 'MANAGER']",[],0
433,443,BRANCH MANAGER,443,an entrepreneurial indirect sales executive,"['BRANCH', 'MANAGER']","['an', 'entrepreneurial', 'indirect', 'sales', 'executive']",0.463823505
434,444,MATERIAL CONTROL SPECIALIST,444,,"['MATERIAL', 'CONTROL', 'SPECIALIST']",[],0
435,445,CLINICAL SERVICE ADVOCATE,445,,"['CLINICAL', 'SERVICE', 'ADVOCATE']",[],0
436,446,HR PARTNER,446,,"['HR', 'PARTNER']",[],0
437,447,NON COMMISSIONED SECURITY OFFICER,447,a security officer,"['NON', 'COMMISSIONED', 'SECURITY', 'OFFICER']","['a', 'security', 'officer']",0.503138288
438,448,Professional Summary,448,,"['Professional', 'Summary']",[],0
439,449,STOREKEEPER II,449,,"['STOREKEEPER', 'II']",[],0
440,450,MECHANICAL DESIGN ENGINEER INTERN,450,their internship,"['MECHANICAL', 'DESIGN', 'ENGINEER', 'INTERN']","['their', 'internship']",0.526846741
441,452,FINANCE,452,executive schedules an aviation supply specialist,['FINANCE'],"['executive', 'schedules', 'an', 'aviation', 'supply', 'specialist']",0.511270318
442,453,AVIATION MAINTENANCE EGRESS LEADING PETTY OFFICER LEADING PETTY OFFICER,453,,"['AVIATION', 'MAINTENANCE', 'EGRESS', 'LEADING', 'PETTY', 'OFFICER', 'LEADING', 'PETTY', 'OFFICER']",[],0
443,454,OFFICE MANAGER,454,a well-regarded equipment operator,"['OFFICE', 'MANAGER']","['a', 'well-regarded', 'equipment', 'operator']",0.508337756
444,455,ACCOUNTANT III,455,,"['ACCOUNTANT', 'III']",[],0
445,456,MANAGING PRINCIPAL,456,strategic advisory services,"['MANAGING', 'PRINCIPAL']","['strategic', 'advisory', 'services']",0.933449432
446,457,INFORMATION TECHNOLOGY INTERN,457,an IT internship this intern the intern's academic excellence,"['INFORMATION', 'TECHNOLOGY', 'INTERN']","['an', 'IT', 'internship', 'this', 'intern', 'the', ""intern's"", 'academic', 'excellence']",0.32404005
447,458,HR MANAGER,458,,"['HR', 'MANAGER']",[],0
448,459,HR GENERALIST,459,,"['HR', 'GENERALIST']",[],0
449,460,NC AIR GUARD HEALTH SERVICES MANAGER,460,,"['NC', 'AIR', 'GUARD', 'HEALTH', 'SERVICES', 'MANAGER']",[],0
450,461,SENIOR MEDICAL RECRUITER,461,,"['SENIOR', 'MEDICAL', 'RECRUITER']",[],0
451,462,REGIONAL BANKING DISTRICT MANAGER VICE PRESIDENT,462,,"['REGIONAL', 'BANKING', 'DISTRICT', 'MANAGER', 'VICE', 'PRESIDENT']",[],0
452,463,PATIENT ADVOCATE,463,,"['PATIENT', 'ADVOCATE']",[],0
453,464,CUSTOMER SERVICE REP,464,Customer Service Representative,"['CUSTOMER', 'SERVICE', 'REP']","['Customer', 'Service', 'Representative']",0.643847229
454,465,INFORMATION TECHNOLOGY SPECIALIST,465,the Specialist's ability,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST']","['the', ""Specialist's"", 'ability']",0.302396917
455,466,PROJECT ANALYST,466,executive teams,"['PROJECT', 'ANALYST']","['executive', 'teams']",0.489433335
456,467,INFORMATION TECHNOLOGY SPECIALIST,467,,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST']",[],0
457,468,INFORMATION TECHNOLOGY BUREAU DEPUTY DIRECTOR,468,complex architectures,"['INFORMATION', 'TECHNOLOGY', 'BUREAU', 'DEPUTY', 'DIRECTOR']","['complex', 'architectures']",0.626648825
458,469,PHYSICAL THERAPY AIDE,469,,"['PHYSICAL', 'THERAPY', 'AIDE']",[],0
459,470,HR GENERALIST,470,executives,"['HR', 'GENERALIST']",['executives'],0.542894876
460,471,FINANCE OPERATIONS/ SUPERVISOR MANAGER,471,,"['FINANCE', 'OPERATIONS/', 'SUPERVISOR', 'MANAGER']",[],0
461,472,"DIRECTOR, VENDOR SERVICES AND COMPLIANCE",472,,"['DIRECTOR,', 'VENDOR', 'SERVICES', 'AND', 'COMPLIANCE']",[],0
462,473,GRANTS MANAGER,473,a large international grant,"['GRANTS', 'MANAGER']","['a', 'large', 'international', 'grant']",0.576738932
463,475,FINANCE MANAGER,475,a skilled Accounting Technician,"['FINANCE', 'MANAGER']","['a', 'skilled', 'Accounting', 'Technician']",0.36644799
464,476,FITNESS INSTRUCTOR,476,,"['FITNESS', 'INSTRUCTOR']",[],0
465,477,BUDGET AND ADMINISTRATION MANAGER,477,a certified nurse assistant,"['BUDGET', 'AND', 'ADMINISTRATION', 'MANAGER']","['a', 'certified', 'nurse', 'assistant']",0.343227169
466,478,SUBSTITUTE TEACHER,478,,"['SUBSTITUTE', 'TEACHER']",[],0
467,479,FLIGHT MANAGER,479,international logistics,"['FLIGHT', 'MANAGER']","['international', 'logistics']",0.451162073
468,480,DIRECTOR OF FINANCE,480,,"['DIRECTOR', 'OF', 'FINANCE']",[],0
469,481,HR EMPLOYEE RELATIONS SPECIALIST,481,,"['HR', 'EMPLOYEE', 'RELATIONS', 'SPECIALIST']",[],0
470,482,FINANCE MANAGER,482,,"['FINANCE', 'MANAGER']",[],0
471,483,INFORMATION TECHNOLOGY SPECIALIST,483,,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST']",[],0
472,484,COMBAT MARKSMANSHIP TRAINER/ PRIMARY MARKSMANSHIP INSTRUCTOR,484,,"['COMBAT', 'MARKSMANSHIP', 'TRAINER/', 'PRIMARY', 'MARKSMANSHIP', 'INSTRUCTOR']",[],0
473,485,FLIGHT ATTENDANT,485,,"['FLIGHT', 'ATTENDANT']",[],0
474,486,AVIATION SUPPLY SPECIALISTS,486,a highly skilled aviation supply specialist,"['AVIATION', 'SUPPLY', 'SPECIALISTS']","['a', 'highly', 'skilled', 'aviation', 'supply', 'specialist']",0.51707813
475,487,ACCOUNTANT,487,,['ACCOUNTANT'],[],0
476,488,PROGRAM ASSISTANT,488,remarkable organizational and supervisory skills the Program Assistant's commitment advancing in roles such as Membership Coordinator a remarkable program assistant,"['PROGRAM', 'ASSISTANT']","['remarkable', 'organizational', 'and', 'supervisory', 'skills', 'the', 'Program', ""Assistant's"", 'commitment', 'advancing', 'in', 'roles', 'such', 'as', 'Membership', 'Coordinator', 'a', 'remarkable', 'program', 'assistant']",0.485636573
477,489,HR COORDINATOR,489,an exceptional HR coordinator,"['HR', 'COORDINATOR']","['an', 'exceptional', 'HR', 'coordinator']",0.235164383
478,490,CUSTOMER SERVICE ADVOCATE,490,new representatives a representative both new and seasoned representatives both new and seasoned representatives both new and seasoned representatives,"['CUSTOMER', 'SERVICE', 'ADVOCATE']","['new', 'representatives', 'a', 'representative', 'both', 'new', 'and', 'seasoned', 'representatives', 'both', 'new', 'and', 'seasoned', 'representatives', 'both', 'new', 'and', 'seasoned', 'representatives']",0.26989106
479,491,OCCUPATIONAL HEALTH NURSE COORDINATOR,491,,"['OCCUPATIONAL', 'HEALTH', 'NURSE', 'COORDINATOR']",[],0
480,492,MECHANICAL ENGINEER,492,a dedicated Plant Operator,"['MECHANICAL', 'ENGINEER']","['a', 'dedicated', 'Plant', 'Operator']",0.605108925
481,493,AIRCRAFT SALES,493,an owner-operator,"['AIRCRAFT', 'SALES']","['an', 'owner-operator']",0.604328879
482,494,INFORMATION TECHNOLOGY MANAGER,494,network architecture a financial analyst,"['INFORMATION', 'TECHNOLOGY', 'MANAGER']","['network', 'architecture', 'a', 'financial', 'analyst']",0.296584105
483,495,"HEAD, INFORMATION TECHNOLOGY AND INFORMATION CENTER",495,,"['HEAD,', 'INFORMATION', 'TECHNOLOGY', 'AND', 'INFORMATION', 'CENTER']",[],0
484,496,CONTRACT ACCOUNTANT,496,,"['CONTRACT', 'ACCOUNTANT']",[],0
485,497,ACCOUNTANT II,497,the executive level a remarkable tax accounting specialist,"['ACCOUNTANT', 'II']","['the', 'executive', 'level', 'a', 'remarkable', 'tax', 'accounting', 'specialist']",0.607022908
486,498,DIRECTOR OF NATIONAL SALES- US. HEALTHCARE,498,,"['DIRECTOR', 'OF', 'NATIONAL', 'SALES-', 'US.', 'HEALTHCARE']",[],0
487,499,VICE PRESIDENT OF MEMBERSHIP,499,,"['VICE', 'PRESIDENT', 'OF', 'MEMBERSHIP']",[],0
488,500,LEAN SIX SIGMA BLACK BELT,500,,"['LEAN', 'SIX', 'SIGMA', 'BLACK', 'BELT']",[],0
489,501,"MANAGER, ADVISORY, PERFORMANCE IMPROVEMENT",501,,"['MANAGER,', 'ADVISORY,', 'PERFORMANCE', 'IMPROVEMENT']",[],0
490,502,FINANCE MANAGER,502,a dedicated finance officer a finance specialist's perspective,"['FINANCE', 'MANAGER']","['a', 'dedicated', 'finance', 'officer', 'a', 'finance', ""specialist's"", 'perspective']",0.349695943
491,503,HR GENERALIST,503,,"['HR', 'GENERALIST']",[],0
492,504,GRADUATE ENGINEER,504,,"['GRADUATE', 'ENGINEER']",[],0
493,505,ACCOUNTANT,505,,['ACCOUNTANT'],[],0
494,506,FINANCE MANAGER,506,,"['FINANCE', 'MANAGER']",[],0
495,507,PATIENT CARE TECHNICIAN,507,Patient Care Technician requires a unique ability to maximize patient satisfaction and safety this technician a patient care technician,"['PATIENT', 'CARE', 'TECHNICIAN']","['Patient', 'Care', 'Technician', 'requires', 'a', 'unique', 'ability', 'to', 'maximize', 'patient', 'satisfaction', 'and', 'safety', 'this', 'technician', 'a', 'patient', 'care', 'technician']",0.563350168
496,508,"PHARMACEUTICAL SALES REPRESENTATIVE, WOMEN'S HEALTHCARE SPECIALIST",508,a skilled pharmaceutical sales representative an exceptional Pharmaceutical Sales Representative an accomplished marketer,"['PHARMACEUTICAL', 'SALES', 'REPRESENTATIVE,', ""WOMEN'S"", 'HEALTHCARE', 'SPECIALIST']","['a', 'skilled', 'pharmaceutical', 'sales', 'representative', 'an', 'exceptional', 'Pharmaceutical', 'Sales', 'Representative', 'an', 'accomplished', 'marketer']",0.272949215
497,509,HIRING MANAGER/RECRUITING MANAGER,509,,"['HIRING', 'MANAGER/RECRUITING', 'MANAGER']",[],0
498,510,TAX ACCOUNTANT,510,,"['TAX', 'ACCOUNTANT']",[],0
499,511,VP FINANCE & IS&T,511,internal controls numerous senior executives,"['VP', 'FINANCE', '&', 'IS&T']","['internal', 'controls', 'numerous', 'senior', 'executives']",0.364211556
500,512,HEALTHCARE EFFECTIVENESS AND INFORMATION SET COORDINATOR (HEDIS),512,a Pharmaceutical Sales Representative,"['HEALTHCARE', 'EFFECTIVENESS', 'AND', 'INFORMATION', 'SET', 'COORDINATOR', '(HEDIS)']","['a', 'Pharmaceutical', 'Sales', 'Representative']",0.301463588
501,513,INDEPENDENT CONSULTANT,513,,"['INDEPENDENT', 'CONSULTANT']",[],0
502,514,HR SPECIALIST,514,,"['HR', 'SPECIALIST']",[],0
503,515,CLIENT RELATIONS ADVOCATE,515,an administrative assistant,"['CLIENT', 'RELATIONS', 'ADVOCATE']","['an', 'administrative', 'assistant']",0.341452258
504,516,ASSISTANT DIRECTOR OF FINANCE,516,,"['ASSISTANT', 'DIRECTOR', 'OF', 'FINANCE']",[],0
505,517,FINANCIAL ANALYST INTERN,517,an exceptional Financial Analyst intern,"['FINANCIAL', 'ANALYST', 'INTERN']","['an', 'exceptional', 'Financial', 'Analyst', 'intern']",0.509151789
506,518,ADMIN OPERATING ROOM ADMINISTRATIVE COORDINATOR,518,an exceptional operating room administrative coordinator an administrative coordinator an exceptional administrative coordinator,"['ADMIN', 'OPERATING', 'ROOM', 'ADMINISTRATIVE', 'COORDINATOR']","['an', 'exceptional', 'operating', 'room', 'administrative', 'coordinator', 'an', 'administrative', 'coordinator', 'an', 'exceptional', 'administrative', 'coordinator']",0.591826332
507,519,G,519,an aviation technician,['G'],"['an', 'aviation', 'technician']",0.834320758
508,520,AMC COMPUTER SPECIALIST AND INTERN,520,,"['AMC', 'COMPUTER', 'SPECIALIST', 'AND', 'INTERN']",[],0
509,521,ASSISTANT TO CFO,521,this assistant's ability Assistant to the CFO,"['ASSISTANT', 'TO', 'CFO']","['this', ""assistant's"", 'ability', 'Assistant', 'to', 'the', 'CFO']",0.613781443
510,522,INFORMATION TECHNOLOGY SPECIALIST,522,a highly skilled IT specialist an exceptional IT specialist an exceptional IT specialist,"['INFORMATION', 'TECHNOLOGY', 'SPECIALIST']","['a', 'highly', 'skilled', 'IT', 'specialist', 'an', 'exceptional', 'IT', 'specialist', 'an', 'exceptional', 'IT', 'specialist']",0.236913585
511,523,FINANCIAL CONSULTANT,523,,"['FINANCIAL', 'CONSULTANT']",[],0
512,524,EXPERIENCED INFORMATION TECHNOLOGY MANAGER,524,,"['EXPERIENCED', 'INFORMATION', 'TECHNOLOGY', 'MANAGER']",[],0
513,525,HR GENERALIST,525,a Staff Assistant internal employment authorizations,"['HR', 'GENERALIST']","['a', 'Staff', 'Assistant', 'internal', 'employment', 'authorizations']",0.448933211
514,526,HR SPECIALIST,526,trainers high-level executive support,"['HR', 'SPECIALIST']","['trainers', 'high-level', 'executive', 'support']",0.396592127
515,527,BUSINESS BANKING SPECIALIST,527,my internship the Business Banking Specialists sales expertise,"['BUSINESS', 'BANKING', 'SPECIALIST']","['my', 'internship', 'the', 'Business', 'Banking', 'Specialists', 'sales', 'expertise']",0.279242277
516,528,OWNER/OPERATOR,528,an Owner/Operator an exceptional executive an Owner/Operator,['OWNER/OPERATOR'],"['an', 'Owner/Operator', 'an', 'exceptional', 'executive', 'an', 'Owner/Operator']",0.771025584
517,529,MORTGAGE BANKING FORECLOSURE SPECIALIST,529,a remarkable mortgage banking foreclosure specialist Mortgage Banking Foreclosure Specialist,"['MORTGAGE', 'BANKING', 'FORECLOSURE', 'SPECIALIST']","['a', 'remarkable', 'mortgage', 'banking', 'foreclosure', 'specialist', 'Mortgage', 'Banking', 'Foreclosure', 'Specialist']",0.361084342
518,530,FINANCE OFFICE ASSOCIATE,530,the Specialist,"['FINANCE', 'OFFICE', 'ASSOCIATE']","['the', 'Specialist']",0.515949512
519,531,FINANCE MANAGER,531,senior executives,"['FINANCE', 'MANAGER']","['senior', 'executives']",0.48014469
520,532,GENERAL HR ASSISTANT/OFFICE ASSISTANT,532,,"['GENERAL', 'HR', 'ASSISTANT/OFFICE', 'ASSISTANT']",[],0
521,533,PRODUCTION ASSOCIATE,533,both internal and external stakeholders,"['PRODUCTION', 'ASSOCIATE']","['both', 'internal', 'and', 'external', 'stakeholders']",0.619389025
522,534,Summary,534,nursing assistants,['Summary'],"['nursing', 'assistants']",0.715784582
523,535,Karla Lee,535,strong internal and external partnerships an entrepreneurial indirect sales executive,"['Karla', 'Lee']","['strong', 'internal', 'and', 'external', 'partnerships', 'an', 'entrepreneurial', 'indirect', 'sales', 'executive']",0.734501386
