Profile ID,Work Experience,Education,Max Time Difference (Years),Normalized_Column,Earliest Work Year,Latest Education Year,Year Difference,Normalized Difference,Normalized Year Difference
594,"   Business Products Specialist   ,  05/2008   to  11/2012   Company Name   â€“  City   ,  State   Developed and fostered relationships with business owners and key executives to assess dynamic risk mitigation and business insurance needs and deliver solutions.  ,   Excellent Verbal and written communication Agile, Functional, Project leadership,Written communication AI, Information technology, Project Management Budgeting, Insurance, Python Budgets, ITIL, Quality Budget, Leadership, Research Business intelligence, Marketing, Risk assessment Business process re-engineering, Access, Sales Change management, Excel, Scheduling Conflict resolution, Migration, SDLC Critical thinking, Network design, Six Sigma CRM, Next, Software development Clients, Optimization, SQL Client, Oracle, Staffing Data collection, Perl, Strategic Data migration, Problem-solving, Time management Databases, Processes, Upgrades Designing, Producing, Upgrade Senior management, Profit, Vision Work History Director of Information Technology   ,  11/2012   to  Current   Company Name   â€“  City   ,  State   Develops, tracks and controls long-term information technology operating budgets and cost and benefit analyses for IT spending initiatives.  ,   Product Design Project Team Lead   ,  11/2000   to  06/2004   Company Name   â€“  City   ,  State   Demonstrated efficacy throughout project & product life cycles in applying flexible change management deliverables including training, communications, and stakeholder engagement to increase end-user adoption of project implementations.  ,   Senior Consulting IT Program Manager   ,  12/2014   to  12/2020   Company Name   â€“  City   ,  State   Managed and implemented concurrent projects relating to business process re-engineering, software development and upgrades to foster productivity, throughput, and end-user engagement.   ","   Education Certified Associate in Project Management (CAPM) â€“ #2743884, Expires   :  Expected in  2028   2021   Master of Science   :  Information Technology Management   ,  2019   Western Governors University   -  City   ,  State   Bachelor of Science   :  Business Administration and Management, Marketing and Management, International Business   ,  2004   University Of South Carolina - Columbia   -  State   Affiliations Project Management Institute (PMI) â€“ # 6203883, Current Member Certifications Certified   Job Title   ,   ",0.0,0.0,2000.0,2028.0,28,28,0.8
595,,"   Education and Training Pebble Room High  |   05/2013   High School Diploma University Of Alabama At Huntsville   |   City   ,  State   Some College (No Degree) Kennesaw State University   |   City   Some College (No Degree) Activities and Honors Awarded Junior Sailor of the Month for outstanding performance as an ordnanceman.   ",0.0,0.0,,2013.0,0,0,0.0
596,,"   Education Bachelor of Science   :  Interdisciplinary Social Science   ,  August 2015   Kansas State University   -  City   ,  State   ,  USA   Interdisciplinary Social Science Coursework in Sociology, Psychology and Communications focusing on conflicting behaviors in society and the ability to critically analyze the effects of behaviors that do not fit into the norm through workforce, criminal justice system, domestic, and historical perspectives.   ",0.0,0.0,,2015.0,0,0,0.0
597," ""01/2014 Civic Engagement Intern   Company Name   ï¼\u2006  City   ,  State Organized and managed Causa  s volunteer engagement and voter registration."",   Education 2014 B.A   :  Environmental Humanities Politics   Whitman College   ï¼\u2006  City   ,  State   GPA:  Magna Cum Laude GPA: 3.815   Environmental Humanities Politics Magna Cum Laude GPA: 3.815 2013 INTERNSHIPS Causa, Portland, OR  Community Engagement Intern, 2014 FundaciÃ³n EcolÃ³gica Arcoiris, Loja, Ecuador   Whitman College GPA:  Jan Meier Award for Best Essay in Environmental Studies, Whitman College, 2014 Lomen-Douglas Scholarship, Whitman College, 2014 J & D Pitts Scholarship, Whitman College, 2013 John & Martha Kelly Scholarship, Whitman College, 2013 Myers-Little Scholarship  Jan Meier Award for Best Essay in Environmental Studies, Whitman College, 2014 Lomen-Douglas Scholarship, Whitman College, 2014 J & D Pitts Scholarship, Whitman College, 2013 John & Martha Kelly Scholarship, Whitman College, 2013 Myers-Little Scholarship JL & Ivy Wadsworth Scholarship, Whitman College, 2012 VOLUNTEER SERVICE   ","   Apoyo y Recursos AcadÃ©micos), which aims to offer Benson Latino High School students personalized mentorship, academic support, college preparation, and leadership development.  ,   Leadership: offered student advocacy and intervention; supported students by offering them problem solving skills and tools for self- motivation; helped students identify and strengthen their leadership skills; facilitated leadership workshops and mentor sessions; communicated with student families in Spanish through phone calls, emails, and monthly Latino parent meetings; connected youth and families with a network of resources within and beyond the program and school; and coordinated and facilitated special events, community service days, visiting speakers, and college visits.   ",0.0,0.0,2012.0,,0,0,0.0
598,,,0.0,0.0,,,0,0,0.0
599,"   Assisted with developing creative summer camps and workshops Fundraising & Development Intern   03/2009   to  05/2009   Company Name   City   ,  State âž¢Event management for Friends of the Hylton Provided staff support for annual fundraising event ""Shooting for the Stars"" Responsible for logistics of Friends of the Hylton Center (meetings, special events, catering and marketing materials)  ,   PR & Marketing Assistant   09/2010   to  01/2011   Company Name   City   ,  State âž¢Identified and conducted market research to provide logistical marketing support to the Artistic Director.   ","   ADMINISTRATIVE COORDINATOR Summary Reliable and energetic arts administrator with a Master of Arts in Arts Management.  ,   Attend Friends of Hylton Center committee meetings Assemble donor kits and presentation materials for eventsProcess donations and prepare acknowledgment letters and other correspondence Logistics of donor and volunteer cultivation Education Master of Arts   :  Arts Management   2009   George Mason University, College of Visual and Performing Arts Fairfax   City   ,  State   ,  US George Mason University, College of Visual and Performing Arts Fairfax, VA M.A., Arts Management; 2009 Bachelor of Arts   :  Dance & Recreation   2004   New Mexico State University, College of Human Performance   City   ,  State   ,  US New Mexico State University, College of Human Performance, Dance & Recreation Las Cruces, NM B.A., Dance; 2004 Skills Good written communication skills Working knowledge of WordPress and Photoshop PR and marketing experience Experience in event planning Familiarity with Microsoft Office and social media Experience with Banner, Patriot Web, 25Live and eVA Purchasing systems Familiarity with fundraising and development tactics  ,   Schedules and coordinates School of Art Advisory Council meetings Manage portfolio review process, communication flow between prospective students, Admissions and School of Art staff and administration Administers and collates information generated throughout the portfolio and recruitment process Coordinate/schedule for special departmental events along with other staff Responsible for knowledge of all School of Arts programs and degree specifications Departmental e-mail communications Processing curricular paperwork, preparing syllabus for Web publication Departmental tours Portfolio review coordination, liaison between SoA and Admissions on portfolio reviews, developed electronic tracking system for portfolio reviews.   ",0.0,0.0,2009.0,2009.0,0,0,0.0
600,"   03/1996   to  02/1997 Business Manager   Company Name   â€“  City   ,  State   Managed daily Accounts Receivable and Accounts Payable functions.  ,   05/1999   to  11/2012 Office Administration Department Manager   Company Name   â€“  City   ,  State   05/1997   to  05/1999 Accounts Receivable Coordinator   Company Name   â€“  City   ,  State   Implemented Quickbooks Pro accounting software to enhance efficiency and productivity in Accounts Receivable.  ,   05/1999   to  11/2012 Office Administrator Department Manager   Company Name   â€“  City   ,  State   Supervised Administrative Staff by allocating work and ensuring deadlines were met.  ,   Education 5 1991 Bachelor of Business Administration   :  Finance   North Carolina Central University   -  City   ,  State   Finance Skills accounting, accounting software, Accounts Payable, Accounts Receivable, Administrative, administrative support, advertising, billing, Book, budgeting, budget, cash flow, contracts, Delivery, direction, filing, financial, financial and accounting, financial analysis, Financial Analyst, financial reporting, financial management/ reporting, forecasting, invoicing, team building, leadership, materials, meetings, Microsoft Excel, office, Microsoft Word, office equipment, organizational, payroll, phone systems, progress, Quickbooks Pro, recording, sales, spreadsheets, tax preparation, telephone, phones, typing, upgrade, Vision, year-end  ,   Exceptional interpersonal communication Effective leader Staff training/development Consistently meet goals Efficient multi-tasker Customer service-oriented Organized Deadline-oriented Budget development Expertise in invoice and payment transactions Account reconciliation Work History 11/2012   to  Current Finance Director   Company Name   â€“  City   ,  State   Analyze and present financial reports to Principals in an accurate and timely manner.   ",,0.0,0.0,1991.0,,0,0,0.0
601,"   Skills Confidential data protection Data entry Scheduling clients for evaluations for Managed Long Term Care Intake and Submission of Medicaid applications for clients Intake and submission of Pool Trust for Long Term Care clients Excellent Communication skills Excellent Typing skills Catering and Party planning Activity planning 20 years experience working with Seniors and Disabled and advocating for there needs Client interaction Reliable and trustworthy Patient interviewing skills Telephone etiquette Application assessment Friendly, positive attitude Decision-making Team management Recordkeeping and data input Program understanding and advisement Data management Online research Data collection Experience Company Name   City   ,  State   Healthcare Senior Outreach Specialist   04/2014   to  Current Traveled throughout service area to educate community, met with people interested in receiving services and represented agency before wide range of professional constituencies.   ","   Education and Training High School Diploma   06/1985   Northville High   ,  City Some College (No Degree)   :   Business Administration   FMCC   ,  City  ,   Facilitated communication between departments, management and customers to resolve issues and achieve performance targets. Handled all billing and payroll for clients and employees Scheduled Home Health Aides to Patients Established successful program by creating master schedules and overseeing staff professional development.   ",0.0,0.0,2014.0,1985.0,0,0,0.0
602,"   Clerk/Store Manager   June 2002   to  January 2012   Company Name   ï¼\u2006  City   ,  State Was promoted to store manager after 3 weeks as a clerk.  ,   Experience Specialist   November 2011   to  September 2015   Company Name   ï¼\u2006  City   ,  State Prevented store losses using awareness, attention to detail and integrity.   ","   Education BACHELOR OF ARTS   :  ORGANIZATIONAL LEADERSHIP MANAGEMENT AND HUMAN RESOURCE MANAGEMENT   ,  2011 Lourdes College   ï¼\u2006  City   ,  State   ORGANIZATIONAL LEADERSHIP MANAGEMENT AND HUMAN RESOURCE MANAGEMENT ASSOCIATE OF ARTS   :  2006   Lourdes College   ï¼\u2006  City   ,  State Interests Swimming, bike riding, camping, crocheting, crafts, and a variety of family activities.  ,   Personable HR Generalist versed in recruiting top employees to automotive companies and innovative start-ups. Experience with public speaking on college campuses to attract new talent.   ",0.0,0.0,2002.0,2011.0,9,9,0.2571428571428571
603,"   Payroll Specialist   03/2001   to  03/2005   Company Name   City   ,  State Developed and processed confidential payroll documentation for approximately 300 employees located throughout the Southeast Region.  ,   Payroll Specialist   09/1997   to  06/1999   Company Name   City   ,  State Responsible for the payroll execution of nearly 400 employees in the Retail Division.   ","   Coordinated insurance and retirement benefits for all college faculty and staff.  ,   Education MBA   2010   University of Phoenix   City   ,  State B.S   :  Business Adminstration   1992   Alabama A&M University   Business Adminstration Affiliations American Payroll Association Skills accounting software, accounts payable, ADP 5.30, ADP, benefits, budgets, Ceridian, Contracts, documentation, Edge, Equity, forms, funds, general ledger, insurance, Kronos Microsoft Office Suite,networks, Payroll, payroll processing, personnel, policies, processes, publications, SAP 6.20, taxes, training material   ",0.0,0.0,1997.0,2010.0,13,13,0.37142857142857144
604,"   01/2012 Company Name   ï¼\u2006  City   ,  State   Provider Relations Specialist Served as a liaison between the Medicaid and CHIP Managed Care contractor and health care providers.  , ""Played key role in the opening of hospital  s new wound care center by assisting director in all areas of development, including creating policies and procedures, creating forms for clinical and billing staff, and obtaining insurance credentialing for providers.01/1999   -  01/2001 Company Name   ï¼\u2006  City   ,  State   Business Office Manager Managed business office for skilled nursing, rehabilitation, and long-term care facility."" ","   MEMBER ADVOCATE Education and Training 2009 University of the Incarnate Word   City   ,  State   Bachelor of Business Administration 2011 University of the Incarnate Word   City   ,  State   Master of Business Administration Professional Experience 01/2012   -  Current Company Name   ï¼\u2006  City   ,  State   Member Advocate Represent DentaQuest at community events and meetings to provide information to low-income populations about the dental benefits available to Medicaid and CHIP eligible members.   ",0.0,0.0,1999.0,2012.0,13,13,0.37142857142857144
605,"   Education B.A   :  Sociology   08/1998   Portland State University   City   ,  State   Sociology Languages Bilingual in Spanish Skills premier, advertisements, Agency, basic, business development, Closing, Corporate Communications, client, clients, databases, database, designing, documentation, hiring, HRIS, Human Resources, HR, letters, Director, market analysis, Marketing Strategies, marketing, Market, marketing materials, Media Relations, meetings, Works, network, networking, networks, newspaper, Personnel management, policies,Presentation Skills, problem solving, processes, public relations, quality, rapport, Recruitment, recruiting, Recruiter, Selling, Sales, Sales Planning, Spanish, staffing, statistics, strategic, strategic planning, telephone, Territory Management, unique   ","   Coordinated and implemented college recruiting initiatives.  ,   Worked collaboratively with all college staff and faculty.   ",0.0,0.0,1998.0,,0,0,0.0
606," ""Intern   05/2010   to  11/2010   Company Name   City   ,  State Assisted the Human Resources department Assisted the HR Liaison with collecting various forms (EPRS, GIC, retirement, among others), couriering important documents to various state agencies, and helping create and fill out any necessary forms Maintained strictly confidential information and file HR Documents Performed clerical duties for various units within the agency Entered weekly time sheet information for staff in various units Supervised other high school interns on various duties and projects Obtained proper signatory authorization from managers to process documents Assisted in organizing and running MCB  s Summer Internship Opening and Closing Ceremonies: making name tags and certificates, attending planning meetings, working at sign-in tables, and providing sighted guide to consumers and other event attendees who are visually impaired."",   Security Officer   11/2008   to  06/2010   Company Name   City   ,  State Prepared written reports for complaints and incidents that occurred during an event.   ","   Education Bachelor of Science   :  Business Management Accounting, Psychology   May 16, 2015   Bridgewater State University   City   ,  State Business Management Minor in Psychology,  Accounting & Finance Languages Bilingual: English and SpanishAdditional Information Activities:   ",4.999315537,0.000715532,2008.0,2015.0,7,7,0.2
607,"   Company Name   September 2002   to  August 2008   School Library Media Specialist   City   ,  State Wrote grants and developed strategic marketing plans to raise funds for educational programs. Collaborated with government and non-profit organizations to establish an integrated work plan to utilize all grant and fundraising opportunities.  ,   Education Northeastern State University   May 2015   Masters of Education   :  School Administration   City   ,  State   School Administration University of Oklahoma   May 2003   Masters of Library   City   ,  State Northeastern State University   December 1998   Bachelor of Arts   :  Education English   City   ,  State   Education English Secondary Principal, test taken 7/2014 Library Media Specialist, PK - 12 American Literature, 7 - 12 English Literature, 7 - 12 World Literature, 7 - 12 Grammar and Composition, 7 - 12 Affiliations Software & Information Industry Association 2014, 2013 SIIA CODiE AWARDS Oklahoma Library Association Oklahoma Sequoyah Award Committee - Administrative Team Chairman Oklahoma Sequoyah Award Intermediate Reading Team Oklahoma Sequoyah Award Young Adult Reading Team Intellectual Freedom Committee American Library Association/Young Adult Library Services Association Outreach to Young Adults with Special Needs Committee Accomplishments Federal Emergency Management Agency (FEMA) Emergency Management Institute IACP:  , ""Experience Company Name   August 2008   to  Current   School Library Media Specialist   City   ,  State Chaired the Oklahoma Sequoyah Award committees which required serving as the liaison to all authors and publishers, coordinating all reading teams   activities, developing promotional material and maintaining organization relationships with stakeholders."" "," ""Create and implement college and career instructional units to guide students and their parents in future planning. Plan and develop annual literacy programs in order to raise awareness of the library  s purpose, available resources, and the rewards associated with reading."",   SCHOOL LIBRARY MEDIA SPECIALIST Professional Summary My goal is to bring my unique set of skills and experiences from my professional background to the position of College and Career Coordinator, at Broken Arrow Public Schools, which will allow me to provide an irreplaceable viewpoint and ensure every student receives the highest quality instruction each day.   ",0.0,0.0,1998.0,,0,0,0.0
608,,"   1993 Dora High  School/ Wallace Community College   City   ,  State   ,  United States   GED   :  General Studies   General Studies.   ",0.0,0.0,,,0,0,0.0
609," ""Children  s Program Developer/Operations Manager   01/2009   to  01/2011   Company Name   City   ,  State I over saw the day to day operations, sold memberships, retail goods, upgrade packages."",   Education and Training Bachelor of Science   :  Network Administration   2017   Western Governors University   City   ,  State   ,  USA I am Currently Enrolled Associates of Applied Technology   :  Networking Cisco and Microsoft   2012   SouthernSouthern Crescent Technical College  Griffin   City   ,  State   , USA   GPA:  Graduated Summa Cum-Laude Networking Cisco and Microsoft Graduated Summa Cum-Laude High School Diploma   :  High School   1991   Griffin High School   City   ,  State   ,  USA Skills Comptia Project+ Certification CIS Web Design Specialist Certification  , ""I.T. SUPPORT TECHNICIAN/SPECIALIST Career Overview I have Over 20 years   experience working with customers\\users through Martial Arts Businesses that I have owned."",   In 2012 I started working as an Intern at Southern Crescent Technical College while I was going to college there.  ,   Support Technician/Specialist   01/2011   to  Current   Company Name   City   ,  State   ","   I received my degree in the Networking field for CISCO and MICROSOFT at Southern Crescent Technical College and currently pursuing further education and certification in Network Management at Western Governors University.  ,   Is highly motivated and very customer service- focused Sound judgment Proficient in AVG, Printers, PC Security systems MS Office proficiency LAN aptitude Has extensive knowledge in Virus and spyware removal Technical Skills Skills Experience Total Years Last Used Desktop and Laptop systems Expert 5 2015 Active Directory Experience 5 2015 Computer installation Expert 5 2015 Computer Troubleshooting Expert 5 2015 Software installation\\upgrading Expert 5 2015 Windows Server 2008 R2 Novice 5 2015 Microsoft Office Suite Experienced 5 2015 VOIP Phone Installation Experienced 5 2015 Virus\\\\Spyware Removal Expert 5 2015 Accomplishments 1.  3 time recipient of the ""Ducks in a Row"" Award from Southern Crescent Technical College 2013.   ",0.0,0.0,2009.0,2013.0,4,4,0.11428571428571428
610,"   Director of Finance   ,  01/1990   to  02/2005   Company Name   â€“  City   Prepare monthly financial statements, forecasts, and annual budgets.  ,   Financial Analyst   ,  04/2005   to  08/2009   Company Name   â€“  City   ,  State   Responsible for area forecasting/budgeting program for forty eight properties in the US and Caribbean.  ,   Reduce departmental and overhead expenses by proper allocation of duties and negotiations with vendor to reduce cost. Director of Finance   ,  08/2009   to  02/2012   Company Name   â€“  City   ,  State   Â Prepare monthly financial statements, forecasts, and annual budgets.  ,   Skills Financial reporting US GAAP principles Fiscal budgeting Cash flow analysis Individual tax returns Federal/State tax preparation PeopleSoft and Essbase Customer relations Work History Director of Finance   ,  03/2012   to  Current   Company Name   â€“  City   ,  State   Prepare monthly financial statements, forecasts, and annual budgets.   ","   Education Associate of Arts   :  Finance   ,  MDCC   -  City   ,  State   Finance Florida Atlantic University   -  City   ,  State   Skills Accounting, balance sheet, budgets, budget, business analysis, cash flow, conversion, direction, Due-diligence, financing, financial, financial statements, general ledger, local area network, mentor, Back-Office, negotiations, personnel, POS, profit, read, reporting, strategy, supervising   ",0.0,0.0,1990.0,,0,0,0.0
611,"   NW Florida Regional Commercial Sales Manager   Mar 2007   to  Jan 2009   Company Name   ï¼\u2006  City   ,  State I was the sole commercial sales manager for the NE region from South Georgia through Deland Fl.  ,   Program manager   Jan 2006   to  Jan 2007   Company Name   ï¼\u2006  City   ,  State Managed weight loss center and worked closely with clients face to face Provided client support, individualized care, and excellent customer service Product ordering, client chart maintenance, inventory,payroll,hiring Qualifying clients for credit, providing all legal information, Client retention, internal and external conflict resolution.mentor Prepared correspondence, accounting and financial documents for analysis.  ,   Sales & Marketing Manager, Indirect sales manager   Jul 2006   to  Nov 2008   Company Name   ï¼\u2006  City   ,  State Implemented and evolved high-impact strategies to target new business opportunities and new markets.   ","   Education High School Diploma   ,  General Studies / Psychology & Business   St. Johns River State College   ï¼\u2006  City   ,  State   ,  USA General Studies / Psychology & Business Skills communication skills, excellent customer service, account management, data entry, directing, documentation,project development, computer proficiency,customer satisfaction , inventory, team leadership, marketing plans, market research, marketing,negotiation, networking, organizational skills, product management, profit, retail, sales, business development.   ",0.0,0.0,2006.0,,0,0,0.0
612,"   Program Manager   January 2003   to  December 2006   Company Name   ï¼\u2006  City   ,  State Supervise, interact and evaluate staff and children ages K-5 Create and implement incentive program for homework club and program Plan and execute special events for kids and their families Help to keep multipurpose room, and supply closet organized Greet parents and keep them informed on daily events Sign-in and account for all kids in program daily Keep bulletin board both up to date and presentable at all times Create and implement duty roster and daily activities Keep site files up to date and organized Ensure that site meets DHS licensing standards Create monthly newsletter using Microsoft Word Keep track of budget and order supplies Attend and participate in leadership workshops Provide nutrition education as part of AzNN partnership Received DHS Directorship.  ,   Site Director   April 2008   to  January 2011   Company Name   ï¼\u2006  City   ,  State Supervise and interact with staff and children grades k-12 Create and implement RULES Insure that site meets DHS licensing standards Help to keep multipurpose room and storage area organized Greet parents and keep them informed of daily events Sign-in and account for all kids in program daily Keep bulletin board both up to date with DHS standards Create and implement duty roster Keep site files up to date and in order Evaluate and review staff performance Participate in bi-weekly staff meetings Supervise and plan special events. Plan and implement designed curriculum.   ","   Education Bachelor of Arts   :  English Literature Adolescence Community and Education   ,  2013   University of Arizona   ï¼\u2006  City   ,  State   English Literature Adolescence Community and Education Associate of Arts   :  General Education   ,  2011   Central Arizona College   ï¼\u2006  City   ,  State   General Education Skills academic, Arts, budget, bi, Coach 7, council, English, special events, fundraising, leadership, lesson plans, meetings, Microsoft Word, newsletter, progress, Teacher, workshops   ",0.0,0.0,2003.0,2013.0,10,10,0.2857142857142857
613," ""Accomplishments Achievements Alpha Phi Sigma, Rutgers School of Criminal Justice Dean  s List, Rutgers Newark Experience Branch Manager   ,  01/2015   Company Name   ï¼\u2006  City   ,  State Work closely in partnership with Owners of the business in coaching peer leaders in the customer experience in serving as the face of company in the community â€¢Market and promote the gym center to increase the number of members â€¢ Oversee the recruitment, training, and monitoring of staff, including disciplinary action when needed â€¢ Financial management: track all income and expenditures, balance safe, set goals for each month, refer delinquent accounts, and create monthly reports, worked as accounts payable and receiver."",   Customer Service Specialist   ,  05/2012   to  12/2013   Company Name   ï¼\u2006  City   ,  State Ensure to provide excellent customer service through phone, e-mail, chat, etc. in timely and accurate manner.  ,   Manager   ,  01/2014   to  01/2015   Company Name   ï¼\u2006  City   ,  State Increased traffic and customer retention by 10%.   "," ""Provided child-sitting service to customers Education Bachelor of Science   :   Criminal Justice, Anthropology   ,   2014   The State University of New Jersey   ï¼\u2006  City   ,  State   ,  United States GPA: 3.60/4.00 Affiliations Cumme Laude Achievements Alpha Phi Sigma Rutgers School of Criminal Justice Dean  s List Languages Bilingual Professional able to speak Spanish and English fluently."" ",0.0,0.0,2012.0,2014.0,2,2,0.05714285714285714
614," ""Experience January 2009 to May 2016 Company Name   Finance Analyst Connecting with onshore business for review of AUC balance and updating the status of the WBSE  s Scheduling Monthly with call with onshore business and Finance / Business leads to update the status of the over expenditure Leading team with regular catch up meeting and allocating the WBS creation request equally and conducting monthly connect Metrics discussion Playing a key role as a SPOC for my team in case of any Adhoc request and Statutory reporting."" "," ""Education 2006 B.L.I.S Madras University   B.com   Year of Passing 2005 Madras University 2002 Higher Secondary School St. John Higher Secondary School   Secondary school leaving certificate 2000 St. John Higher Secondary School Personal Information Name  :  T. Catherine Mercy Father  s Name  :  S. Thomas Permanent Address :  Plots"" ",0.0,0.0,2009.0,2006.0,0,0,0.0
615,," ""Education and Training Texas A&M Commerce December 2017 Masters of Science   :  Accounting   Baylor University   Accounting GPA: 3.58 August 2015 Bachelor of Business Administration   :  Accounting   Accounting GPA: 3.0 GPA: 3.28 Skills account reconciliations, accounting system, accounts payable, process payroll, spreadsheets Additional Information Buffalo Creek Golf Club, Rockwall, TX  May 2012-August 2012 Maintain golf carts and driving range Activities/Achievements President  s Gold Scholarship Awarded 7,500/year for exemplary academic performance in high school and maintaining 3.0 cumulative GPA in undergrad Zeta Zigga Zamma (20012 - 2015) Mission Trips (2003, 2005, 2006, 2011)"" ",0.0,0.0,,2017.0,0,0,0.0
616,"   Corporate Travel Manager / Staff Developer and Trainer   08/2014   to  Current   Company Name   â€“  City   Assisting with on the job sales, product and systems training for new staff members.  ,   International Travel Consultant   04/2010   to  10/2013   Company Name   â€“  City   Complete Systems training: Galileo Reservations, Universal Desktop, Client Management and accountingÂ  Complete Product training: Customer sales processÂ  Selling Travel products to a wide range of clientsÂ  Helping train new team members in key competencies Handling customer payments and accountingÂ  Being a team player by coaching colleagues on the sales process to reach store revenue targetsÂ  Adopting business strategies including local store marketing and financingÂ  Dealing with customer complaints Providing business solutionsÂ  Liaising with airline representatives and wholesales Liaising with wholesalers to drive sales and meet targets Achieved consistent revenue and growth targets on a monthly basisÂ  Repeat client base of approximately 60 per cent Demonstrated resilience and ability to upsell products, consistently meeting KPIs by adding more value to sales Significantly improved negotiation skills, regularly converting customers from point of enquiry to sale Gained self directed learning and development and problem solving skills.  ,   Skills Customer service specialist Friendly Calm under pressure Federal Aviation Administration (FAA) regulations Cabin technologies Calm under pressure Expert problem solver CPR certification Multi-line phones Passion for travel Work History Passenger Services Officer   11/2013   to  07/2014   Company Name   â€“  City   System and Product Training: Complete Systems training: Amadeus Altea Customer Management System Complete Product Training: Singapore AirlinesÂ  Passenger baggage handling and flight check-inÂ  Checked in an average of 60 passengers per check-in Being a team player by helping colleagues achieve targets and solve problems to meet daily KPIsÂ  Serving customers in a polite and professional manner according to Singapore Airlines standardsÂ  Dispatching flights on time which included overseeing the boarding of the aircraftÂ  Demonstrating an in-depth knowledge of key health and safety standards used within the industryÂ  Working alongside airline duty officers to meet KPIs and airline standardsÂ  Consistently achieved airline on-time performance standards Demonstrated the ability to handle complex situations within the given industry safety measures Significantly improved the customer experience, regularly converting unhappy customers to very satisfied customers, something that earned me employee of the month in June 2014.   ","   2011 - Successfully obtained a Certificate III in Tourism Retail Sales   :  Physics, Mathematical Methods, English Literature, English Mainstream, Chemistry and Biology   1 2009   Parade Secondary College   -  Physics, Mathematical Methods, English Literature, English Mainstream, Chemistry and Biology Australian Tertiary Admission Rank: 83.40 Qualifications Diploma   :  Management   1 2012   -  Management Skills accounting, general accounting, approach, business solutions, business strategies, coaching, Good communication skills, communication skills, oral, Computer Literate, Client Management, clients, Customer service skills, Data entry, Dispatching, English, essays, fast, financing, leadership skills, managing, marketing, mentor, Access, Excel, Microsoft Office, PowerPoint, Word, negotiation, organizational, presenting, presentations, problem solving, problem solving skills, problem-solving skills, Retail Sales, safety, Selling, sales, scientific, self motivated, team player, time management, written Additional Information Nationality: Australian Visa: Tier 5 Youth Mobility (exp: 24/7/2016)  ,   Commencing a 3-month scholarship at the University of Westminster.  ,   Â    Education Bachelor of Applied Science (Aviation)   :  Aviation Business Management   Current   Royal Melbourne Institute of Technology   -  City   GPA:  GPA: 3.4/4.0 Analytical and conceptual thinking, with a conscientious approach to managing workloads.  ,   Â  3.5   GPA University of Westminster   -   ",0.0,0.0,2010.0,2016.0,6,6,0.17142857142857143
617,," ""Surg Home HealthcareÂ  Hospice Care School Nursing Travel Nursing Agencies Hospitals Doctor Offices Nursing Homes â€‹ Education 2012 Bachelor of Science   :  (Pre-Med) Foundations in Counseling   Samford University   ï¼\u2006  City   ,  State   ,  U.S 2009 Pre- Nursing RN   Lawson State Community College   ï¼\u2006  City   ,  State   ,  U.S 2003 Licensed Practical Nurse   Bessemer State Technical College   ï¼\u2006  City   ,  State   ,  U.S Experience 01/2017   to  09/2017 Licensed Practical Nurse- Step-down Unit   Company Name   ï¼\u2006  City   ,  State Recorded patients   medical history, vital statistics and test results in medical records."" ",0.0,0.0,,2017.0,0,0,0.0
618,"   08/2008   to  11/2010 Medical Technician   Company Name City, State, Supervisor: SSG Ellis, Courtney, Weekly Hrs.  ,   11/2010   to  05/2013 Medical Technician/ Healthcare Specialist   Company Name   ï¼\u2006  City   ,  State Supervisor: SSG Stover, Kenneth, Weekly Hrs.  ,   Adhered to and practiced Occupational Safety and Health Administration (OSHA) guidelines; wore personal protective equipment (PPE), no recapping of needles, disposed of syringes in designated sharp containers.01/2006   to  08/2008 Medical Technician   Company Name City, State, Supervisor: SFC Goines., Weekly Hrs.   ","   08/2013-12/2015 , Student, ASN, Nursing, Columbus Technical College, Columbus, GA, GPA: 3.20. Studied the theoretical and practical aspects of coordinating patient care, educating patients and the public about various health conditions, and providing advice and emotional support to patients and their family members.  ,   Education and Training Diploma May 2004 HS   :  General Studies   Bainbridge High School   ï¼\u2006  City   ,  State   General Studies December2015 A.S   :  Nursing   Columbus Technical College BSN.  ,   South University   ï¼\u2006  City   ,  State   Nursing Skills academic, acute care, Anatomy, Armed Forces, basic, charts, oral, databases, database, emergency medicine, emotional support, English, forms, graphs, IMMUNIZATIONS, information systems, Insurance, Medical Terminology, meetings, Excel, Microsoft Office, Outlook, Microsoft PowerPoint, PowerPoint, Power Point, Word, Microsoft Word, next, Nursing, Occupational Safety, patient care, coordinating patient care, patient safety, Physiology, policies, presentations, protocols, public health, reporting, research, Resuscitation, safety, Self-motivated, Self-starter, STATISTICS, Supervisor, Surgeon, teacher, Trainer, triage, written, Composition Additional Information AWARDS ARMY COMMENDATION MEDAL WITH VALOR, ARMY COMMENDATION MEDAL (4TH AWARD), ARMY ACHIEVEMENT MEDAL, ARMY GOOD CONDUCT MEDAL   ",0.0,0.0,2006.0,2015.0,9,9,0.2571428571428571
